Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles
2-02962-0044,1409 PROSPECT AVENUE,MORRISANIA/LONGWOOD,C6  -WALK-UP,       11,1904,"14,175","183,850",     12.97,"105,037",7.41,"78,813","551,000",     38.87,2-02608-0033,3416 3 AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       13,1910,"10,850","135,408",     12.48,"70,417",6.49,"64,992","266,000",     24.52,0.52,2-02964-0021,1389 STEBBINS AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       17,1909,"11,360","174,603",     15.37,"107,579",9.47,"67,024","604,000",     53.17,0.17,2-02427-0044,1241 WEBSTER AVENUE,MELROSE/CONCOURSE,C4  -WALK-UP,       16,1929,"7,420","96,237",     12.97,"54,982",7.41,"41,255","562,000",     75.74,0.63
2-02962-0046,775 JENNINGS STREET,MORRISANIA/LONGWOOD,C6  -WALK-UP,       16,1904,"16,875","244,519",     14.49,"147,656",8.75,"96,863","701,000",     41.54,2-02608-0032,3414 3 AVENUE,MORRISANIA/LONGWOOD,C7  -WALK-UP,       14,1910,"10,850","156,674",     14.44,"77,252",7.12,"79,422","294,000",     27.10,0.52,2-02913-0042,1575 BATHGATE AVENUE,BATHGATE,C7  -WALK-UP,       11,1931,"10,765","155,985",     14.49,"83,321",7.74,"72,664","421,000",     39.11,0.51,2-02962-0030,1429 PROSPECT AVENUE,MORRISANIA/LONGWOOD,C7  -WALK-UP,       16,1905,"20,500","299,300",     14.60,"159,900",7.80,"139,400","1,196,000",     58.34,0
2-02962-0052,763 JENNINGS STREET,MORRISANIA/LONGWOOD,C6  -WALK-UP,       16,1904,"14,300","203,775",     14.25,"129,844",9.08,"73,931","532,000",     37.20,2-02608-0033,3416 3 AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       13,1910,"10,850","149,296",     13.76,"88,536",8.16,"60,760","266,000",     24.52,0.52,2-02964-0021,1389 STEBBINS AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       17,1909,"11,360","189,144",     16.65,"126,550",11.14,"62,594","604,000",     53.17,0.17,2-02427-0044,1241 WEBSTER AVENUE,MELROSE/CONCOURSE,C4  -WALK-UP,       16,1929,"7,420","105,735",     14.25,"67,374",9.08,"38,361","562,000",     75.74,0.63
2-02962-0054,759 JENNINGS STREET,MORRISANIA/LONGWOOD,C6  -WALK-UP,       16,1904,"14,300","203,775",     14.25,"114,400",8.00,"89,375","644,000",     45.03,2-02608-0033,3416 3 AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       13,1910,"10,850","149,296",     13.76,"88,536",8.16,"60,760","266,000",     24.52,0.52,2-02964-0021,1389 STEBBINS AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       17,1909,"11,360","189,144",     16.65,"126,550",11.14,"62,594","604,000",     53.17,0.17,2-02427-0044,1241 WEBSTER AVENUE,MELROSE/CONCOURSE,C4  -WALK-UP,       16,1929,"7,420","105,735",     14.25,"67,374",9.08,"38,361","562,000",     75.74,0.63
2-02966-0017,1500 BOSTON ROAD,CROTONA PARK,C6  -WALK-UP,       43,1933,"30,000","416,100",     13.87,"270,000",9.00,"146,100","1,044,000",     34.80,2-02888-0039,380 EAST 173 STREET,MOUNT HOPE/MOUNT EDEN,C7  -WALK-UP,       24,1913,"16,300","232,927",     14.29,"143,440",8.80,"89,487","1,168,000",     71.66,0.83,2-02608-0032,3414 3 AVENUE,MORRISANIA/LONGWOOD,C7  -WALK-UP,       14,1910,"10,850","149,947",     13.82,"96,131",8.86,"53,816","294,000",     27.10,0.82,2-02913-0042,1575 BATHGATE AVENUE,BATHGATE,C7  -WALK-UP,       11,1931,"10,765","149,311",     13.87,"102,052",9.48,"47,258","421,000",     39.11,0.58
2-02967-0006,1574 BOSTON ROAD,CROTONA PARK,D4  -ELEVATOR,       54,1929,"50,000","1,062,500",     21.25,"597,500",11.95,"465,000","3,638,000",     72.76,2-03128-0032,945 EAST 180 STREET,EAST TREMONT,D7  -ELEVATOR,       25,1915,"25,527","530,451",     20.78,"305,048",11.95,"225,403","1,615,000",     63.27,0.85,2-02956-0005,1950 PROSPECT AVENUE,EAST TREMONT,D9  -ELEVATOR,       80,1912,"44,852","990,332",     22.08,"582,179",12.98,"408,153","6,327,000",    141.06,0.6,2-02965-0051,1490 BOSTON ROAD,CROTONA PARK,D7  -ELEVATOR,       99,2005,"94,061","1,949,885",     20.73,"1,151,307",12.24,"798,578","5,531,000",     58.80,0.15
2-02972-0034,1347 BRISTOW STREET,MORRISANIA/LONGWOOD,C6  -WALK-UP,       25,1930,"22,735","381,266",     16.77,"229,624",10.10,"151,642","1,139,000",     50.10,2-02608-0032,3414 3 AVENUE,MORRISANIA/LONGWOOD,C7  -WALK-UP,       14,1910,"10,850","181,955",     16.77,"100,471",9.26,"81,484","294,000",     27.10,0.6,2-02913-0042,1575 BATHGATE AVENUE,BATHGATE,C7  -WALK-UP,       11,1931,"10,765","181,067",     16.82,"106,358",9.88,"74,709","421,000",     39.11,0.65,2-02962-0009,1374 BOSTON ROAD,MORRISANIA/LONGWOOD,C7  -WALK-UP,       16,1905,"14,354","239,425",     16.68,"130,908",9.12,"108,516","751,000",     52.32,0.15
2-02985-0023,1922 CROTONA PARKWAY,EAST TREMONT,D4  -ELEVATOR,       17,1911,"27,691","402,350",     14.53,"248,942",8.99,"153,408","1,111,000",     40.12,2-03125-0009,2120 HONEYWELL AVENUE,EAST TREMONT,D1  -ELEVATOR,       18,1915,"21,330","306,725",     14.38,"174,479",8.18,"132,246","992,000",     46.51,0.28,2-03097-0016,2160 CLINTON AVENUE,EAST TREMONT,D1  -ELEVATOR,       86,1927,"98,900","1,563,609",     15.81,"822,848",8.32,"740,761","7,631,000",     77.16,0.5,2-03103-0020,2340 BEAUMONT AVENUE,BELMONT,D3  -ELEVATOR,       56,1997,"51,600","749,748",     14.53,"375,132",7.27,"374,616","2,373,000",     45.99,0.77
2-02992-0018,1898 DALY AVENUE,EAST TREMONT,C6  -WALK-UP,       16,1993,"15,840","259,618",     16.39,"157,133",9.92,"102,485","766,000",     48.36,2-03114-0072,2355 SOUTHERN BOULEVARD,BELMONT,C1  -WALK-UP,       26,1931,"20,000","321,200",     16.06,"204,400",10.22,"116,800","677,000",     33.85,0.85,2-03027-0029,422 EAST 178 STREET,BATHGATE,C1  -WALK-UP,       16,1909,"11,918","206,777",     17.35,"95,344",8.00,"111,433","1,192,000",    100.02,0.98,2-03028-0034,4293 PARK AVENUE,BATHGATE,C1  -WALK-UP,       20,1909,"15,512","254,242",     16.39,"121,614",7.84,"132,628","1,627,000",    104.89,1
2-02992-0073,1883 VYSE AVENUE,EAST TREMONT,C6  -WALK-UP,       16,1993,"15,840","251,698",     15.89,"102,960",6.50,"148,738","1,103,000",     69.63,2-03125-0014,2117 DALY AVENUE,EAST TREMONT,C1  -WALK-UP,       18,1915,"19,250","325,325",     16.90,"189,420",9.84,"135,905","1,042,000",     54.13,0.33,2-03125-0030,2133 DALY AVENUE,EAST TREMONT,C1  -WALK-UP,       32,1931,"30,500","484,645",     15.89,"270,535",8.87,"214,110","1,412,000",     46.30,0.39,2-03128-0027,2115 VYSE AVENUE,EAST TREMONT,C1  -WALK-UP,       21,1931,"18,625","289,619",     15.55,"157,754",8.47,"131,865","791,000",     42.47,0.32
2-02998-0145,1003 EAST 174 STREET,CROTONA PARK,C6  -WALK-UP,       43,1923,"28,165","387,269",     13.75,"230,671",8.19,"156,597","1,116,000",     39.62,2-03111-0010,2125 SOUTHERN BOULEVARD,EAST TREMONT,C7  -WALK-UP,       41,1931,"31,190","428,863",     13.75,"255,446",8.19,"173,416","1,237,000",     39.66,0.61,2-02930-0074,1725 FULTON AVENUE,CROTONA PARK,C7  -WALK-UP,       23,1931,"22,700","285,566",     12.58,"162,759",7.17,"122,807","851,000",     37.49,0.74,2-02978-0198,1679 SOUTHERN BOULEVARD,CROTONA PARK,C7  -WALK-UP,       23,1913,"18,648","266,480",     14.29,"165,594",8.88,"100,886","727,000",     38.99,0.23
2-03006-0026,1000 FREEMAN STREET,MORRISANIA/LONGWOOD,C6  -WALK-UP,       73,1931,"64,727","1,216,868",     18.80,"700,346",10.82,"516,521","3,971,000",     61.35,2-02964-0021,1389 STEBBINS AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       17,1909,"11,360","232,198",     20.44,"152,451",13.42,"79,747","604,000",     53.17,0.48,2-02608-0033,3416 3 AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       13,1910,"10,850","190,418",     17.55,"113,274",10.44,"77,144","266,000",     24.52,1,2-02723-0025,934 BARRETTO STREET,MORRISANIA/LONGWOOD,C1  -WALK-UP,       21,1925,"20,750","390,100",     18.80,"224,515",10.82,"165,585","628,000",     30.27,0.65
2-03010-0004,1670 LONGFELLOW AVENUE,CROTONA PARK,D4  -ELEVATOR,       60,1928,"66,258","1,070,729",     16.16,"579,758",8.75,"490,972","3,633,000",     54.83,2-02997-0005,1668 VYSE AVENUE,CROTONA PARK,D9  -ELEVATOR,       37,1931,"41,820","660,756",     15.80,"358,397",8.57,"302,359","1,895,000",     45.31,0.1,2-02997-0017,1698 VYSE AVENUE,CROTONA PARK,D9  -ELEVATOR,       37,1924,"42,018","671,868",     15.99,"370,599",8.82,"301,269","1,931,000",     45.96,0.1,2-02997-0013,1690 VYSE AVENUE,CROTONA PARK,D9  -ELEVATOR,       37,1925,"42,018","663,884",     15.80,"367,658",8.75,"296,227","1,890,000",     44.98,0.1
2-03016-0005,1898 LONGFELLOW AVENUE,EAST TREMONT,C6  -WALK-UP,       17,1914,"19,250","306,653",     15.93,"78,925",4.10,"227,728","1,659,000",     86.18,2-03125-0014,2117 DALY AVENUE,EAST TREMONT,C1  -WALK-UP,       18,1915,"19,250","285,863",     14.85,"132,440",6.88,"153,423","1,042,000",     54.13,0.45,2-02987-0010,1290 HOE AVENUE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       32,1924,"22,000","273,680",     12.44,"111,100",5.05,"162,580","848,000",     38.55,0.67,2-02970-0031,1365 LYMAN PLACE,MORRISANIA/LONGWOOD,C1  -WALK-UP,       26,1914,"18,920","311,045",     16.44,"175,767",9.29,"135,278","898,000",     47.46,1
2-03016-0007,1900 LONGFELLOW AVENUE,EAST TREMONT,C6  -WALK-UP,       28,1931,"27,550","405,812",     14.73,"250,154",9.08,"155,658","1,132,000",     41.09,2-03119-0007,2116 CROTONA PARKWAY,EAST TREMONT,C1  -WALK-UP,       22,1931,"19,668","289,710",     14.73,"139,839",7.11,"149,870","831,000",     42.25,0.52,2-03111-0009,814 EAST 181 STREET,EAST TREMONT,C1  -WALK-UP,       35,1931,"33,250","486,780",     14.64,"211,470",6.36,"275,310","1,504,000",     45.23,0.57,2-03068-0010,579 EAST 178 STREET,EAST TREMONT,C1  -WALK-UP,       11,1931,"10,368","159,149",     15.35,"77,864",7.51,"81,285","528,000",     50.93,0.85
2-03030-0143,2250 WEBSTER AVENUE,BATHGATE,C6  -WALK-UP,       20,1913,"16,120","299,832",     18.60,"179,899",11.16,"119,933","920,000",     57.07,2-03158-0041,2247 RYER AVENUE,FORDHAM,C1  -WALK-UP,       22,1916,"17,250","323,438",     18.75,"173,708",10.07,"149,730","973,000",     56.41,0.23,2-03172-0028,2323 CRESTON AVENUE,FORDHAM,C1  -WALK-UP,       37,1923,"27,200","505,920",     18.60,"303,552",11.16,"202,368","1,486,000",     54.63,0.36,2-03172-0025,2333 CRESTON AVENUE,FORDHAM,C1  -WALK-UP,       30,1915,"23,030","419,837",     18.23,"257,475",11.18,"162,362","1,180,000",     51.24,0.36
2-03035-0048,463 EAST 178 STREET,BATHGATE,D4  -ELEVATOR,       38,1935,"32,200","510,048",     15.84,"310,730",9.65,"199,318","1,477,000",     45.87,2-02863-0016,2024 DAVIDSON AVENUE,MOUNT HOPE/MOUNT EDEN,D1  -ELEVATOR,       16,1926,"12,250","269,745",     22.02,"154,840",12.64,"114,905","1,121,000",     91.51,0.62,2-02866-0091,57 WEST 175 STREET,HIGHBRIDGE/MORRIS HEIGHTS,D1  -ELEVATOR,       54,1927,"62,000","982,080",     15.84,"598,300",9.65,"383,780","2,621,000",     42.27,0.91,2-02866-0034,1674 MACOMBS ROAD,HIGHBRIDGE/MORRIS HEIGHTS,D1  -ELEVATOR,       65,1926,"72,000","1,135,440",     15.77,"692,640",9.62,"442,800","2,963,000",     41.15,0.93
2-03038-0046,4554 PARK AVENUE,BATHGATE,C6  -WALK-UP,       35,1915,"33,663","470,609",     13.98,"225,879",6.71,"244,730","1,726,000",     51.27,2-02807-0056,2042 MORRIS AVENUE,MOUNT HOPE/MOUNT EDEN,C7  -WALK-UP,       36,1919,"32,400","430,596",     13.29,"230,364",7.11,"200,232","1,412,000",     43.58,0.68,2-03111-0010,2125 SOUTHERN BOULEVARD,EAST TREMONT,C7  -WALK-UP,       41,1931,"31,190","428,863",     13.75,"255,446",8.19,"173,416","1,237,000",     39.66,0.78,2-03160-0005,2064 CRESTON AVENUE,FORDHAM,C1  -WALK-UP,       30,1922,"28,345","335,038",     11.82,"214,288",7.56,"120,750","819,000",     28.89,0.56
2-03044-0027,1993 BATHGATE AVENUE,BATHGATE,C6  -WALK-UP,       16,1908,"15,175","237,641",     15.66,"118,820",7.83,"118,820","878,000",     57.86,2-03055-0011,2386 BATHGATE AVENUE,BELMONT,C1  -WALK-UP,       17,1910,"12,160","193,587",     15.92,"87,066",7.16,"106,522","789,000",     64.88,0.6,2-03044-0029,1991 BATHGATE AVENUE,BATHGATE,C1  -WALK-UP,       17,1908,"15,175","172,388",     11.36,"77,544",5.11,"94,844","633,000",     41.71,0,2-03047-0067,503 EAST 180 STREET,BATHGATE,C1  -WALK-UP,       21,1911,"18,250","285,795",     15.66,"142,898",7.83,"142,898","1,055,000",     57.81,0.21
2-03044-0040,495 EAST 178 STREET,BATHGATE,D4  -ELEVATOR,       56,1941,"55,137","835,877",     15.16,"505,606",9.17,"330,271","2,420,000",     43.89,2-03044-0017,2000 WASHINGTON AVENUE,BATHGATE,D3  -ELEVATOR,      120,1983,"90,994","1,379,469",     15.16,"834,415",9.17,"545,054","6,369,000",     69.99,0,2-03051-0001,535 EAST 182 STREET,BATHGATE,D1  -ELEVATOR,       91,1991,"69,498","1,060,539",     15.26,"467,722",6.73,"592,818","7,132,000",    102.62,0.41,2-03026-0005,2466 MARION AVENUE,FORDHAM,D1  -ELEVATOR,       47,1907,"56,160","846,893",     15.08,"436,363",7.77,"410,530","3,281,000",     58.42,0.85
2-03045-0019,2068 BATHGATE AVENUE,BATHGATE,C6  -WALK-UP,       43,1911,"36,564","412,808",     11.29,"182,820",5.00,"229,988","1,532,000",     41.90,2-03061-0059,2029 LAFONTAINE AVENUE,EAST TREMONT,C1  -WALK-UP,       21,1931,"16,463","185,867",     11.29,"82,315",5.00,"103,552","689,000",     41.85,0.15,2-03160-0009,2070 CRESTON AVENUE,FORDHAM,C1  -WALK-UP,       30,1922,"27,000","335,070",     12.41,"213,840",7.92,"121,230","836,000",     30.96,0.5,2-02852-0021,1895 WALTON AVENUE,MOUNT HOPE/MOUNT EDEN,C1  -WALK-UP,       31,1922,"29,981","336,387",     11.22,"184,983",6.17,"151,404","1,006,000",     33.55,0.78
2-03047-0014,490 EAST 181 STREET,BATHGATE,C6  -WALK-UP,       24,1927,"26,000","295,360",     11.36,"132,860",5.11,"162,500","1,085,000",     41.73,2-03047-0067,503 EAST 180 STREET,BATHGATE,C1  -WALK-UP,       21,1911,"18,250","285,795",     15.66,"142,898",7.83,"142,898","1,055,000",     57.81,0.05,2-03044-0029,1991 BATHGATE AVENUE,BATHGATE,C1  -WALK-UP,       17,1908,"15,175","172,388",     11.36,"77,544",5.11,"94,844","633,000",     41.71,0.22,2-02907-0002,445 EAST 174 STREET,BATHGATE,C1  -WALK-UP,       23,1914,"25,290","256,946",     10.16,"146,429",5.79,"110,517","705,000",     27.88,0.64
2-03061-0070,565 EAST 178 STREET,EAST TREMONT,C6  -WALK-UP,       20,1907,"16,100","296,079",     18.39,"142,807",8.87,"153,272","1,173,000",     72.86,2-03125-0014,2117 DALY AVENUE,EAST TREMONT,C1  -WALK-UP,       18,1915,"19,250","365,943",     19.01,"181,720",9.44,"184,223","1,042,000",     54.13,0.66,2-03081-0045,2120 BELMONT AVENUE,EAST TREMONT,C1  -WALK-UP,       25,1914,"18,113","297,959",     16.45,"140,376",7.75,"157,583","936,000",     51.68,0.26,2-03068-0010,579 EAST 178 STREET,EAST TREMONT,C1  -WALK-UP,       11,1931,"10,368","190,668",     18.39,"91,964",8.87,"98,703","528,000",     50.93,0.05
2-03068-0006,1974 LAFONTAINE AVENUE,EAST TREMONT,C6  -WALK-UP,       49,1925,"46,800","829,764",     17.73,"398,268",8.51,"431,496","3,280,000",     70.09,2-03156-0003,2060 GRAND CONCOURSE,FORDHAM,C1  -WALK-UP,       40,1923,"34,506","561,068",     16.26,"276,048",8.00,"285,020","1,772,000",     51.35,0.61,2-03028-0034,4293 PARK AVENUE,BATHGATE,C1  -WALK-UP,       20,1909,"15,512","275,028",     17.73,"115,409",7.44,"159,618","1,627,000",    104.89,0.34,2-03027-0029,422 EAST 178 STREET,BATHGATE,C1  -WALK-UP,       16,1909,"11,918","222,747",     18.69,"90,577",7.60,"132,171","1,192,000",    100.02,0.34
2-03069-0024,2089 ARTHUR AVENUE,EAST TREMONT,D4  -ELEVATOR,       56,1925,"57,530","1,181,666",     20.54,"685,758",11.92,"495,909","3,872,000",     67.30,2-03024-0008,355 EAST 184 STREET,FORDHAM,D7  -ELEVATOR,      112,1972,"120,000","2,539,200",     21.16,"1,465,200",12.21," 1,074,000","8,421,000",     70.18,0.64,2-03101-0023,2260 CROTONA AVENUE,BELMONT,D7  -ELEVATOR,      110,1972,"108,500","2,228,590",     20.54,"1,293,320",11.92,"935,270","7,302,000",     67.30,0.43,2-03100-0065,711 GARDEN STREET,BELMONT,D7  -ELEVATOR,      167,1971,"190,000","3,653,700",     19.23,"2,147,000",11.30,"1,506,700","11,630,000",     61.21,0.4
2-03069-0090,2039 HUGHES AVENUE,EAST TREMONT,C6  -WALK-UP,       12,1911,"13,200","203,016",     15.38,"111,672",8.46,"91,344","672,000",     50.91,2-03125-0009,2120 HONEYWELL AVENUE,EAST TREMONT,D1  -ELEVATOR,       18,1915,"21,330","328,055",     15.38,"167,654",7.86,"160,402","992,000",     46.51,0.55,2-02997-0013,1690 VYSE AVENUE,CROTONA PARK,D9  -ELEVATOR,       37,1925,"42,018","646,237",     15.38,"355,472",8.46,"290,765","1,890,000",     44.98,0.92,2-02997-0009,1680 VYSE AVENUE,CROTONA PARK,D9  -ELEVATOR,       37,1924,"41,820","643,192",     15.38,"350,452",8.38,"292,740","1,895,000",     45.31,0.92
2-03073-0041,2386 ARTHUR AVENUE,BELMONT,C6  -WALK-UP,       15,1905,"10,776","156,575",     14.53,"75,109",6.97,"81,467","590,000",     54.75,2-03111-0010,2125 SOUTHERN BOULEVARD,EAST TREMONT,C7  -WALK-UP,       41,1931,"31,190","428,863",     13.75,"255,446",8.19,"173,416","1,237,000",     39.66,0.59,2-02951-0056,748 EAST TREMONT AVENUE,EAST TREMONT,C7  -WALK-UP,       19,1931,"17,400","252,822",     14.53,"156,426",8.99,"96,396","911,000",     52.36,0.76,2-02951-0054,744 EAST TREMONT AVENUE,EAST TREMONT,C7  -WALK-UP,       19,1931,"14,228","225,656",     15.86,"137,442",9.66,"88,214","745,000",     52.36,0.76
